uf,municipio,codigo_tse,eleitores_2026,bolsonaro_1t,bolsonaro_2t,lula_1t,lula_2t,ciro_tebet_1t,ganho_bolsonaro,ganho_lula,ganho_liquido_direita,bolsonaro_2t_pct
BA,BOA VISTA DO TUPIM,33758,14125,2390,2843,7431,7452,375,453,21,432,27.615
BA,SANTA BÁRBARA,38512,20208,2542,2995,11958,12197,563,453,239,214,19.714
MG,CRISTAIS,44032,8667,2813,3266,3007,3234,348,453,227,226,50.246
PR,DOURADINA,84654,6994,3083,3536,1898,1878,217,453,-20,473,65.312
SP,MINEIROS DO TIETÊ,66974,8701,4214,4667,1937,2067,491,453,130,323,69.305
SP,PIRANGI,68810,7907,3868,4321,1904,1989,345,453,85,368,68.479
GO,RIALMA,95656,9253,4114,4566,2324,2381,346,452,57,395,65.726
MG,PASSA TEMPO,49530,7369,1920,2372,3029,3211,336,452,182,270,42.486
MG,SERRO,53414,17112,2481,2933,7841,8281,469,452,440,12,26.155
PA,AUGUSTO CORRÊA,4170,39270,6634,7086,19088,19278,2366,452,190,262,26.878
PR,GUARANIAÇU,75817,11113,4971,5423,3101,3234,471,452,133,319,62.643
PR,RIBEIRÃO CLARO,78131,9880,3666,4118,3111,3287,291,452,176,276,55.611
SC,PASSO DE TORRES,80403,9151,3180,3632,2003,2049,349,452,46,406,63.932
SP,ROSEIRA,69876,8339,3675,4127,2338,2489,555,452,151,301,62.379
BA,MUCUGÊ,37397,9902,1981,2432,5054,4977,236,451,-77,528,32.825
PR,PRIMEIRO DE MAIO,77895,8341,4149,4600,2303,2380,302,451,77,374,65.903
AC,BRASILÉIA,1058,19993,9143,9593,4171,3958,745,450,-213,663,70.792
GO,OUVIDOR,95079,10521,2713,3163,3558,3683,358,450,125,325,46.202
MG,PIMENTA,50091,7316,2561,3011,2246,2408,344,450,162,288,55.564
MS,RIO VERDE DE MATO GROSSO,91472,13953,5493,5943,4462,4320,493,450,-142,592,57.907
PE,CATENDE,23833,25941,4497,4947,13470,13519,591,450,49,401,26.79
SC,PONTE SERRADA,82635,8169,2870,3320,3114,3163,289,450,49,401,51.211
PA,BELTERRA,4804,17822,5169,5618,6056,6068,715,449,12,437,48.075
PR,CALIFÓRNIA,74675,6949,3273,3722,1774,1860,367,449,86,363,66.679
SC,SANTA ROSA DO SUL,80241,7762,3847,4296,1687,1723,351,449,36,413,71.374
BA,MEDEIROS NETO,37230,18698,5164,5612,8215,8293,382,448,78,370,40.36
MG,ANTÔNIO CARLOS,40576,9893,2134,2582,4576,4916,449,448,340,108,34.436
MG,MIRAÍ,48437,10705,3620,4068,3656,3819,371,448,163,285,51.579
PR,JESUÍTAS,79979,7398,3235,3683,2168,2237,316,448,69,379,62.213
SP,CEDRAL,63274,8585,3826,4274,1559,1697,391,448,138,310,71.579
MG,BONFIM,41610,7326,1850,2297,2756,3011,500,447,255,192,43.274
MA,RAPOSA,8168,24321,4906,5352,10664,10821,723,446,157,289,33.092
PA,ULIANÓPOLIS,4324,20195,6704,7150,7409,7222,501,446,-187,633,49.75
PE,SIRINHAÉM,25836,28615,6536,6982,13807,14130,629,446,323,123,33.071
MG,LAGAMAR,47414,6420,2369,2814,2125,2192,286,445,67,378,56.213
PB,MONTEIRO,20958,27276,3732,4177,15433,15749,825,445,316,129,20.963
BA,SOBRADINHO,39985,20475,3075,3519,11323,11660,604,444,337,107,23.183
BA,UNA,39497,16880,3911,4355,6485,6563,640,444,78,366,39.888
MG,SANTANA DE PIRAPAMA,51691,7161,1900,2344,3084,3299,420,444,215,229,41.538
MS,CAMAPUÃ,90492,10963,4253,4697,3559,3463,525,444,-96,540,57.561
MT,MARCELÂNDIA,98710,9505,4487,4931,1397,1452,122,444,55,389,77.252
MG,IPUIÚNA,46299,7724,3003,3446,2641,2790,361,443,149,294,55.26
PA,CURIONÓPOLIS,5851,17027,6081,6524,5750,5819,555,443,69,374,52.856
PE,ÁGUAS BELAS,23094,35346,4394,4837,17736,17762,537,443,26,417,21.404
PR,AGUDOS DO SUL,74055,8980,3608,4051,2377,2343,314,443,-34,477,63.356
SP,IGARATÁ,65056,9463,3659,4102,2318,2550,652,443,232,211,61.666
BA,ITIÚBA,36412,27813,4921,5363,14896,15313,760,442,417,25,25.938
PA,CURUÇÁ,4570,36892,6246,6688,17963,17798,1487,442,-165,607,27.314
PE,AFOGADOS DA INGAZEIRA,23019,30184,4334,4776,16466,16835,545,442,369,73,22.1
BA,CANARANA,34231,20060,2569,3010,11925,12445,621,441,520,-79,19.476
BA,SÃO FELIPE,38814,17846,2647,3088,10025,10241,545,441,216,225,23.168
ES,SANTA LEOPOLDINA,56898,10114,3605,4046,3394,3580,601,441,186,255,53.055
RJ,CARMO,58238,14270,4715,5156,5838,6208,604,441,370,71,45.371
SP,TARUMÃ,61042,11535,5074,5515,3360,3523,470,441,163,278,61.02
MG,DELFIM MOREIRA,44210,6372,2483,2923,2107,2293,364,440,186,254,56.039
PR,PLANALTO,77755,10296,3667,4107,4270,4316,327,440,46,394,48.759
PR,SANTA MARIANA,78530,9367,3251,3691,3328,3462,334,440,134,306,51.601
SC,DIONÍSIO CERQUEIRA,80977,12108,4309,4749,3802,3804,339,440,2,438,55.524
SP,AURIFLAMA,61832,11077,5320,5760,2711,2857,408,440,146,294,66.845
AL,ATALAIA,27073,32435,7105,7544,13894,13340,1386,439,-554,993,36.123
BA,CANSANÇÃO,34355,28946,2660,3099,18667,19128,548,439,461,-22,13.943
CE,AURORA,13331,20318,1920,2359,12040,12787,908,439,747,-308,15.575
PA,BUJARU,4375,21872,4647,5085,11878,12012,1051,438,134,304,29.742
PR,PALMITAL,77372,10896,3370,3808,4463,4560,411,438,97,341,45.507
PR,SANTA IZABEL DO OESTE,78514,8786,3460,3898,3439,3524,268,438,85,353,52.52
RS,PINHEIRO MACHADO,87939,9548,1897,2335,4610,4774,674,438,164,274,32.846
AL,CRAÍBAS,28894,21925,2625,3062,11172,11494,783,437,322,115,21.036
MT,TAPURAH,90689,9698,4751,5188,1536,1539,158,437,3,434,77.122
GO,CAMPINORTE,92932,9182,3851,4287,2370,2429,423,436,59,377,63.833
MG,TEIXEIRAS,53694,10113,2333,2769,5020,5315,406,436,295,141,34.253
BA,IPUPIARA,35831,9019,1632,2067,4593,4513,230,435,-80,515,31.413
MG,CAPUTIRA,42579,7835,2138,2573,3541,3822,240,435,281,154,40.235
MG,CARLOS CHAGAS,42730,16331,3668,4103,6409,6730,483,435,321,114,37.875
SE,BOQUIM,31151,22051,4082,4517,11117,11486,747,435,369,66,28.226
MG,MINAS NOVAS,48356,22847,2437,2871,9977,10680,418,434,703,-269,21.187
MS,ÁGUA CLARA,90034,13472,4181,4615,3428,3267,431,434,-161,595,58.551
MT,TERRA NOVA DO NORTE,98957,9158,3765,4199,2101,2158,267,434,57,377,66.053
PB,CATOLÉ DO ROCHA,19879,22645,3665,4099,12620,12853,732,434,233,201,24.18
RS,CERRO GRANDE DO SUL,85944,7120,2481,2915,2638,2637,382,434,-1,435,52.504
SP,PALESTINA,68012,9006,3653,4087,2508,2647,437,434,139,295,60.692
SP,UCHOA,72133,8308,3316,3750,2268,2364,382,434,96,338,61.335
BA,CONDEÚBA,34738,15202,2659,3092,7264,7734,574,433,470,-37,28.561
MG,MANGA,47856,16169,3358,3790,6995,7264,372,432,269,163,34.286
MG,MARTINS SOARES,41041,8209,2388,2820,3185,3210,189,432,25,407,46.766
MG,MEDINA,48275,16351,3111,3543,7400,7697,340,432,297,135,31.521
MG,POTÉ,50474,12678,2924,3356,4568,4863,272,432,295,137,40.832
PR,ITAPEJARA D OESTE,76171,0,3201,3633,3728,3816,277,432,88,344,48.772
BA,IBOTIRAMA,35653,21509,4324,4755,11020,11054,457,431,34,397,30.078
BA,QUEIMADAS,38172,20560,3346,3777,10972,11279,630,431,307,124,25.086
ES,ECOPORANGA,56413,19086,5426,5857,7685,7771,643,431,86,345,42.978
MG,INCONFIDENTES,46116,6567,2458,2888,2083,2182,309,430,99,331,56.963
PE,SANTA MARIA DA BOA VISTA,25518,30662,3481,3911,18836,18803,770,430,-33,463,17.218
RS,NOVA BASSANO,87610,7222,4722,5151,939,993,292,429,54,375,83.838
RS,BARROS CASSAL,85391,8281,2538,2966,3454,3471,476,428,17,411,46.077
RS,BOM RETIRO DO SUL,85472,9913,4563,4991,2831,2830,484,428,-1,429,63.815
SP,QUATÁ,69353,10143,4427,4855,2696,2870,434,428,174,254,62.848
CE,TAMBORIL,15652,21401,2558,2985,12596,13497,1166,427,901,-474,18.111
GO,MOZARLÂNDIA,94773,12346,4277,4704,3785,3915,410,427,130,297,54.577
PE,POMBOS,25259,20463,4976,5403,10060,10427,492,427,367,60,34.131
PE,RIBEIRÃO,25356,28400,5970,6397,14553,14648,670,427,95,332,30.397
RS,ENTRE-IJUÍS,85103,7429,2760,3187,2577,2684,415,427,107,320,54.284
RS,TUPARENDI,89494,7124,3864,4291,1567,1574,325,427,7,420,73.163
SP,IPUÃ,65277,11239,3640,4066,4636,4819,424,426,183,243,45.763
PE,CONDADO,23914,19804,3989,4414,10414,10795,474,425,381,44,29.022
PR,GENERAL CARNEIRO,75671,8673,2676,3101,3472,3452,249,425,-20,445,47.322
RS,CATUÍPE,85979,7535,3155,3579,2544,2681,495,424,137,287,57.173
SP,CRISTAIS PAULISTA,63657,7304,2863,3287,2193,2326,388,424,133,291,58.56
SP,NEVES PAULISTA,67512,7067,3076,3500,2105,2242,371,424,137,287,60.954
MG,ANTÔNIO DIAS,40592,9109,2440,2862,3493,3648,400,422,155,267,43.963
MS,ANGÉLICA,91693,8697,2788,3210,3024,3050,432,422,26,396,51.278
PA,VITÓRIA DO XINGU,4405,16451,5312,5734,5454,5300,603,422,-154,576,51.967
RN,CARAÚBAS,16454,19039,2707,3129,11418,11823,760,422,405,17,20.927
RS,IBIRAIARAS,86991,5431,2848,3270,1219,1278,322,422,59,363,71.9
PB,POCINHOS,21415,15457,3211,3632,6852,7233,572,421,381,40,33.428
AM,PRESIDENTE FIGUEIREDO,98418,28465,7515,7935,9350,9038,1045,420,-312,732,46.751
MS,MUNDO NOVO,91790,15014,6025,6445,3863,3826,444,420,-37,457,62.749
PR,URAÍ,79413,8565,3609,4029,2674,2810,418,420,136,284,58.912
PE,BOM CONSELHO,23418,34234,4457,4876,19475,19659,800,419,184,235,19.874
PE,FEIRA NOVA,24074,18056,4366,4785,8711,9062,522,419,351,68,34.556
PE,LAGOA GRANDE,23183,20682,2587,3006,12188,12277,571,419,89,330,19.669
RS,GLORINHA,85502,6793,3027,3446,1594,1650,338,419,56,363,67.622
CE,IRAUÇUBA,14230,19504,2320,2738,11897,12352,933,418,455,-37,18.144
PE,LAGOA DE ITAENGA,24694,18519,4056,4474,9114,9490,520,418,376,42,32.04
PR,SÃO PEDRO DO IVAÍ,78913,6947,2748,3166,2201,2281,356,418,80,338,58.124
RS,PANTANO GRANDE,84980,8434,2225,2643,3814,3725,402,418,-89,507,41.504
BA,QUIXABEIRA,39845,8815,2056,2473,3968,4014,233,417,46,371,38.122
MG,ARCEBURGO,40819,7683,2843,3260,2275,2397,347,417,122,295,57.628
PA,IRITUIA,4693,26414,4612,5029,14636,14866,1403,417,230,187,25.278
PE,TRINDADE,26115,25123,3666,4083,12247,12403,558,417,156,261,24.766
SP,GENERAL SALGADO,64394,7985,3632,4049,2130,2256,362,417,126,291,64.219
MG,CONCEIÇÃO DA APARECIDA,43419,8313,2890,3306,2894,2957,290,416,63,353,52.786
MS,BELA VISTA,90417,16459,6129,6545,4904,4906,575,416,2,414,57.157
MS,MIRANDA,91111,20090,5194,5610,8380,7819,584,416,-561,977,41.775
PR,CIDADE GAÚCHA,75078,8939,3439,3855,3030,3072,302,416,42,374,55.652
PR,SALTO DO LONTRA,78379,11180,3047,3463,5562,5557,298,416,-5,421,38.392
RJ,QUATIS,58025,10514,3823,4239,4065,4289,463,416,224,192,49.707
BA,PARIPIRANGA,37770,23577,2864,3279,13791,14495,675,415,704,-289,18.448
CE,NOVO ORIENTE,14893,23279,2391,2806,13621,14414,852,415,793,-378,16.295
PR,RIBEIRÃO DO PINHAL,78158,10177,2921,3336,4265,4397,425,415,132,283,43.14
PR,SANTA FÉ,78450,9163,3922,4337,2693,2820,298,415,127,288,60.598
SP,PALMEIRA D OESTE,68055,0,3038,3453,2097,2289,357,415,192,223,60.136
RS,CAPELA DE SANTANA,84891,8043,3058,3472,2865,2866,391,414,1,413,54.781
BA,CORAÇÃO DE MARIA,34770,22588,2505,2918,13554,13993,572,413,439,-26,17.255
BA,GANDU,35238,23579,5887,6300,10590,10980,738,413,390,23,36.458
BA,QUIJINGUE,38199,21237,2312,2725,12759,13277,725,413,518,-105,17.029
MA,GOVERNADOR EDISON LOBÃO,7609,15391,3806,4219,6788,6919,470,413,131,282,37.879
MA,SÍTIO NOVO,9296,13998,3192,3605,7300,7481,514,413,181,232,32.518
RJ,NATIVIDADE,58610,12489,4499,4912,4313,4609,583,413,296,117,51.591
SP,TAGUAÍ,71617,9268,3739,4152,2828,2896,378,413,68,345,58.91
BA,JEREMOABO,36633,29122,3240,3652,17545,18195,640,412,650,-238,16.716
BA,RUY BARBOSA,38458,24053,3580,3992,12842,13216,516,412,374,38,23.199
MG,CABO VERDE,41890,9573,3138,3550,3724,3926,399,412,202,210,47.485
MG,PIRACEMA,50113,6033,1517,1929,2590,2775,368,412,185,227,41.008
RS,MORRO REUTER,87149,5420,3019,3431,1084,1118,310,412,34,378,75.423
SC,CORONEL FREITAS,80853,8097,3773,4185,2554,2638,293,412,84,328,61.337
SP,PALMARES PAULISTA,68039,7353,2838,3250,2745,2835,349,412,90,322,53.41
GO,CAMPOS BELOS,92975,14941,3577,3988,6217,6452,505,411,235,176,38.199
PA,MOCAJUBA,4910,29154,4909,5320,15487,15451,1105,411,-36,447,25.613
PR,SÃO JORGE D OESTE,78816,0,3277,3688,3006,2955,265,411,-51,462,55.517
SC,ITÁ,81574,5905,2247,2658,2094,2162,372,411,68,343,55.145
TO,MIRACEMA DO TOCANTINS,94617,14455,3784,4195,6452,6462,562,411,10,401,39.364
AM,EIRUNEPÉ,2291,22986,3243,3653,10000,10435,673,410,435,-25,25.93
MA,TUNTUM,9393,28569,5440,5850,14414,14713,790,410,299,111,28.449
MG,BELO VALE,41270,8604,2132,2542,3569,3817,386,410,248,162,39.975
AL,GIRAU DO PONCIANO,27570,28497,3102,3511,15297,15744,945,409,447,-38,18.234
MG,CAMPO DO MEIO,42250,10448,2643,3052,4310,4481,330,409,171,238,40.515
MS,BRASILÂNDIA,90450,9584,3296,3705,2451,2488,450,409,37,372,59.826
RS,SANTA MARIA DO HERVAL,86207,5273,2502,2911,1490,1543,371,409,53,356,65.357
BA,CONCEIÇÃO DA FEIRA,34630,17509,2329,2737,10569,10810,571,408,241,167,20.204
BA,ITAGI,36030,10665,1927,2335,4861,4857,250,408,-4,412,32.467
GO,GOIANÁPOLIS,93670,10764,5371,5779,2161,2209,343,408,48,360,72.346
MG,VIRGINÓPOLIS,54372,8544,1519,1927,3604,3870,452,408,266,142,33.241
MS,SONORA,91880,11278,4269,4677,3567,3507,362,408,-60,468,57.148
SP,CHAVANTES,63371,8679,3798,4206,2625,2754,458,408,129,279,60.431
PE,EXU,24058,29308,2184,2591,17233,17880,591,407,647,-240,12.657
RN,LAGOA SALGADA,17310,9632,1662,2069,5063,5308,372,407,245,162,28.047
RN,PAU DOS FERROS,17876,21305,3513,3920,12280,12715,719,407,435,-28,23.565
SE,UMBAÚBA,32514,19761,3708,4115,9573,9930,679,407,357,50,29.299
SP,ITAPUÍ,65595,9485,3953,4360,2932,3092,511,407,160,247,58.508
MG,MOEMA,48470,6833,2355,2761,2193,2319,325,406,126,280,54.35
PE,JOAQUIM NABUCO,24635,14138,2480,2886,6750,7152,296,406,402,4,28.751
SP,GUAIÇARA,64459,8171,3298,3704,2384,2455,335,406,71,335,60.14
SP,TABAPUÃ,71536,8777,4323,4729,2096,2284,347,406,188,218,67.432
MG,MORADA NOVA DE MINAS,48690,7230,2565,2970,2360,2426,227,405,66,339,55.041
SC,BELA VISTA DO TOLDO,81221,5323,2301,2706,1347,1477,379,405,130,275,64.69
SP,MARACAÍ,66770,10419,4833,5238,2943,3096,463,405,153,252,62.851
GO,CHAPADÃO DO CÉU,92924,9514,3925,4329,2015,2067,217,404,52,352,67.683
SP,RINÓPOLIS,69779,7458,3477,3881,1712,1799,332,404,87,317,68.327
SP,SÃO SEBASTIÃO DA GRAMA,71170,8442,3407,3811,2326,2532,489,404,206,198,60.082
AM,TEFÉ,2810,50455,10897,11300,20784,20281,1255,403,-503,906,35.781
BA,ABAÍRA,33014,6826,1433,1836,3274,3282,234,403,8,395,35.873
MT,BRASNORTE,90468,12677,5632,6035,2229,2286,256,403,57,346,72.527
PR,FERNANDES PINHEIRO,75345,5561,1912,2315,2116,2072,279,403,-44,447,52.77
MG,SÃO JOÃO BATISTA DO GLÓRIA,52434,6437,2507,2909,1917,2035,252,402,118,284,58.839
RJ,AREAL,58220,10282,4052,4454,2899,3107,584,402,208,194,58.908
RJ,ENGENHEIRO PAULO DE FRONTIN,58351,11132,3942,4344,4095,4268,593,402,173,229,50.441
CE,ACARAPE,13145,12560,3125,3526,5996,6262,445,401,266,135,36.024
CE,ITAPIÚNA,14311,16439,2487,2888,9107,9375,806,401,268,133,23.551
PR,IRETAMA,76090,7978,2336,2737,3083,3231,379,401,148,253,45.861
RJ,ITALVA,59293,11676,5275,5676,2823,3073,385,401,250,151,64.876
SC,SÃO JOSÉ DO CERRITO,83313,7726,2461,2862,3186,3303,377,401,117,284,46.423
MG,PRATÁPOLIS,50571,7458,2498,2898,2569,2643,305,400,74,326,52.301
PB,ITABAIANA,20397,19624,5056,5456,9176,9375,605,400,199,201,36.788
PB,PUXINANÃ,21490,12897,2660,3060,6344,6621,545,400,277,123,31.608
MG,SANTANA DA VARGEM,51659,5972,1942,2341,2407,2519,294,399,112,287,48.169
PE,VICÊNCIA,26255,22289,4846,5245,10797,11005,552,399,208,191,32.277
RS,CARAÁ,88340,6524,2178,2577,2081,2156,471,399,75,324,54.447
SC,LAURENTINO,81876,6028,3542,3941,1091,1136,248,399,45,354,77.625
BA,IBIASSUCÊ,35394,8529,1713,2111,4397,4486,284,398,89,309,31.999
BA,SANTANA,38652,21121,3723,4121,11374,11797,404,398,423,-25,25.889
MG,SANTA MARIA DE ITABIRA,51594,8783,1760,2158,4202,4437,388,398,235,163,32.722
PI,CORRENTE,10570,21271,3570,3968,11012,11554,741,398,542,-144,25.564
RJ,DUAS BARRAS,58319,10338,3382,3780,3650,3925,565,398,275,123,49.059
SC,RIO DO OESTE,82872,6047,3264,3662,1350,1412,221,398,62,336,72.172
SC,SALETE,83011,6351,3378,3776,1236,1243,238,398,7,391,75.234
AL,SÃO JOSÉ DA TAPERA,28673,23518,2324,2721,11182,11431,1076,397,249,148,19.227
GO,NAZÁRIO,94854,7700,2926,3323,2214,2281,323,397,67,330,59.297
MG,MAR DE ESPANHA,47953,10480,3369,3766,3959,4331,432,397,372,25,46.511
MG,PIEDADE DOS GERAIS,50075,5279,1546,1943,1763,1861,223,397,98,299,51.078
SC,AURORA,80373,5547,3184,3581,841,874,237,397,33,364,80.382
CE,GROAÍRAS,13994,9861,1793,2189,4506,4950,730,396,444,-48,30.663
MG,CANÁPOLIS,42358,8780,2195,2591,3921,4042,263,396,121,275,39.062
PR,PARAÍSO DO NORTE,77410,9496,3866,4262,3491,3609,298,396,118,278,54.148
RS,NONOAI,87572,9677,3415,3811,3646,3702,328,396,56,340,50.725
RS,SÃO VICENTE DO SUL,86754,6785,2197,2593,2669,2772,409,396,103,293,48.332
SC,MARACAJÁ,83917,6458,3031,3427,1695,1717,306,396,22,374,66.621
SP,PORANGABA,69116,7497,2756,3152,1999,2216,411,396,217,179,58.718
CE,TURURU,13080,15673,2466,2861,8595,8708,608,395,113,282,24.73
ES,PRESIDENTE KENNEDY,56855,13284,5648,6043,3492,3478,360,395,-14,409,63.47
PA,GARRAFÃO DO NORTE,5878,22359,3960,4355,11603,11899,1205,395,296,99,26.793
PR,PAULO FRONTIN,77550,5711,2305,2700,1766,1888,348,395,122,273,58.849
SC,SÃO JOÃO DO OESTE,80640,5106,2909,3304,941,1015,331,395,74,321,76.499
BA,COARACI,34592,15461,3373,3767,7483,7591,505,394,108,286,33.166
PR,QUATIGUÁ,77933,6653,3098,3492,1824,1842,200,394,18,376,65.467
MG,FERVEDOURO,40207,8567,2310,2703,3598,3856,250,393,258,135,41.211
RS,SÃO JOSÉ DO OURO,88757,5779,2931,3324,1470,1537,304,393,67,326,68.381
MG,SÃO JOSÉ DA BARRA,41645,6762,2214,2606,2304,2428,336,392,124,268,51.768
MT,ROSÁRIO OESTE,91537,13171,4075,4467,4949,4791,407,392,-158,550,48.25
RS,AJURICABA,85030,5807,2877,3269,1623,1660,335,392,37,355,66.322
BA,ITAPARICA,36234,20126,2443,2834,11033,11267,506,391,234,157,20.098
BA,TANHAÇU,39195,18022,2816,3207,10333,10852,543,391,519,-128,22.811
RS,FONTOURA XAVIER,86630,8258,2329,2720,3673,3684,334,391,11,380,42.473
ES,RIO NOVO DO SUL,56871,8815,4684,5074,1958,1983,334,390,25,365,71.9
MG,SÃO JOÃO EVANGELISTA,52558,12867,2107,2497,6043,6397,360,390,354,36,28.075
RO,ALTO PARAÍSO,639,12063,6020,6410,2042,1995,295,390,-47,437,76.264
SP,ESTRELA D OESTE,64050,0,3180,3570,1649,1807,362,390,158,232,66.394
CE,CARIRÉ,13617,15434,2393,2781,8182,8790,808,388,608,-220,24.034
ES,SÃO JOSÉ DO CALÇADO,56952,9785,2743,3131,3386,3427,396,388,41,347,47.743
MG,CRUCILÂNDIA,44113,5679,1779,2167,1806,1895,255,388,89,299,53.348
SP,BERNARDINO DE CAMPOS,62251,7733,3447,3835,2173,2300,387,388,127,261,62.51
BA,FILADÉLFIA,30910,15304,2303,2690,8322,8574,422,387,252,135,23.881
BA,PARAMIRIM,37737,17007,2092,2479,9886,10430,451,387,544,-157,19.204
BA,SERRA DOURADA,39055,15365,3432,3819,6970,7131,279,387,161,226,34.877
